Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
23088.008896/2019-76;2019;PROJETO CAPACITACAO DOS MEMBROS DO CODEMA;MARCIA VIANA LISBOA MARTINS;IRN;08/05/2019;10/12/2019;SIM; R$ -   ; R$ -   
23499.000681/2019-75;2019;SEGUNDA LINGUA;MARIA ELIZABETE VILLELA SANTIAGO;ICPA;01/04/2019;31/12/2019;SIM; R$ -   ; R$ -   
23499.000681/2019-75;2019;SEGUNDA LINGUA;MARTINELLY VIEIRA MARTINS;ICPA;01/04/2019;31/12/2019;SIM; R$ -   ; R$ -   
23499.000670/2019-95;2019;TEDXITABIRA;LILIAN BARROS PEREIRA CAMPOS;ITABIRA;15/02/2019;15/04/2019;SIM; R$ -   ; R$ -   
23499.000639/2019-54;2019;ENGENHEIROS SEM FRONTEIRAS - NUCLEO ITABIRA;ELIANE MARIA VIEIRA;ICPA;25/02/2019;30/11/2019;SIM; R$ -   ; R$ -   
23499.000612/2019-61;2019;CURSO DE CURTA DURACAO DE ENERGIA SOLAR FOTOVOLTAICA;RAFAEL BALBINO CARDOSO;ICPA;15/04/2019;20/05/2019;SIM; R$ 3.500,00 ; R$ 3.150,00 
23499.000605/2019-60;2019;PAUSA;FLAVIO FONTENELLE LOQUE;ICPA;10/05/2019;10/12/2019;SIM; R$ -   ; R$ -   
23499.001524/2017-15;2019;ENCHENDO O CADIM DE MUSICA: VIVENCIAS MUSICAIS;JOAO LUCAS DA SILVA;ICT;01/11/2017;31/10/2018;SIM; R$ -   ; R$ -   
23499.001524/2017-15;2019;ENCHENDO O CADIM DE MUSICA: VIVENCIAS MUSICAIS;GLAUBER ZERBINI COSTAL;IEI;01/11/2017;31/10/2018;SIM; R$ -   ; R$ -   
23088.009243/2019-12;2019;AERODAY;PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;09/05/2019;09/05/2019;SIM; R$ -   ; R$ -   
23088.008225/2019-13;2019;UNIFEI SINTROPICA;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;25/02/2019;31/12/2019;NÃO; R$ -   ; R$ -   
23088.009450/2019-69;2019;CONTRIBUICÕES DOS ALUNOS DO CURSO CIENCIAS BIOLOGICAS LICENCIATURA PARA AS ATIVIDADES DA SEMANA DO MEIO AMBIENTE E EDUCACAO AMBIENTAL DA SECRETARIA DO MIO AMBIENTE DE ITAJUBA;SIMONE POLICENA ROSA;IRN;10/05/2019;10/06/2019;SIM; R$ -   ; R$ -   
23088.009451/2019-11;2019;CRIACAO DE LABORATORIO VIRTUAL DA ENGENHARIA QUIMICA POR FLUIDODINAMICA COMPUTACIONAL (CFD);MAXIMILIAN JOACHIM HODAPP;IRN;20/05/2019;20/05/2020;SIM; R$ -   ; R$ -   
23088.001838/2014-15;2019;CURSO DE APERFEICOAMENTO DA MAO DE OBRA DA CONSTRUCAO CIVIL;CARLOS AUGUSTO DE SOUZA OLIVEIRA;ITABIRA;15/06/2014;15/11/2014;SIM; R$ 13.180,24 ; R$ 13.180,24 
23088.000676/2019-62;2019;EQUIPE DESAFIO SAMPE ITABIRA;DANIEL ANDRADA MARIA;IEI;10/04/2019;10/12/2019;SIM; R$ 10.000,00 ;
23088.009717/2019-18;2019;MEDICAO DA CONDUTIVIDADE TERMICA PELO METODO DA PLACA QUENTE PROTEGIDA EM 6 TRACOS DE CONCRETO;SANDRO METREVELLE MARCONDES DE LIMA E SILVA;IEM;13/05/2019;19/10/2019;SIM; R$ 3.690,00 ; R$ 3.690,00 
23088.008930/2019-11;2019;ESTUDO DO IMPACTO DOS PROCESSOS DE DESCONTAMINACAO DE PCB NO DESEMPENHO DE TRANSFORMADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;13/05/2019;12/05/2020;SIM; R$ 90.000,00 ; R$ 33.103,45 
23088.009955/2019-23;2019;CAPACITACAO TECNICA EM PROJETOS DE RESILIENCIA URBANA;BENEDITO CLAUDIO DA SILVA;IRN;16/05/2019;14/06/2019;SIM; R$ -   ; R$ -   
23088.010038/2019-91;2019;SEMANA DE INVESTIMENTO AO VOLUNTARIO ;LUIZ EUGENIO VENEZIANI PASIN;IEPG;20/05/2019;25/05/2019;SIM; R$ -   ; R$ -   
23499.000774/2019-08;2019;OFICINA DE SIDERURGIA E OFICINA DE CORROSAO;RICARDO LUIZ PEREZ TEIXEIRA;IEI;10/06/2019;25/06/2019;SIM; R$ -   ; R$ -   
23499.000811/2019-70;2019;IRON RACERS DE FORMULA SAE 2019;LEONARDO ALBERGARIA OLIVEIRA;IEI;14/05/2019;31/12/2019;SIM; R$ 10.000,00 ;
23499.000772/2019-19;2019;MARATONA DE PROGRAMACAO;PAULO JOSE LAGE ALVARENGA ;ICT;07/05/2019;06/03/2020;SIM; R$ -   ; R$ -   
23499.000828/2019-27;2019;MOB DAY;IARA ALVES MARTINS DE SOUZA;IEI;01/05/2019;24/05/2019;NÃO; R$ -   ; R$ -   
23499.000828/2019-27;2019;MOB DAY;CARLOS AUGUSTO DE SOUZA OLIVEIRA;IEI;01/05/2019;24/05/2019;SIM; R$ -   ; R$ -   
23088.010472/2019-71;2019;SENSIBILIZACAO SOBRE ARBORIZACAO NA ESCOLA MUNICIPAL ANTONIO SALOMON;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;30/05/2019;13/06/2019;SIM; R$ -   ; R$ -   
23499.000855/2019-08;2019;FORRO DO LINDO;LINDOMAR MATIAS GONCALVES;ICPA;01/05/2019;01/12/2019;SIM; R$ -   ; R$ -   
23499.000830/2019-04;2019;EDUCACAO AMBIENTAL - CARMESIA;ELIANE MARIA VIEIRA;ICPA;01/05/2019;31/04/2020;NÃO; R$ -   ; R$ -   
23499.000809/2019-09;2019;EXPEDICAO PIRACICABA - PELA VIDA DO RIO;JOSE AUGUSTO COSTA GONCALVES;ICPA;26/05/2019;30/06/2020;NÃO; R$ -   ; R$ -   
23088.010253/2019-92;2019;MAKER HACKLAB;JULIANA CAMINHA NORONHA;IEPG;25/05/2019;02/06/2019;SIM; R$ 5.742,80 ; R$ 8.392,80 
23088.010052/2019-95;2019;MODULO RF/NERAS FIT: LEVANTAMENTO DE REQUISITOS;DANILO HENRIQUE SPADOTI;IESTI;15/05/2019;30/08/2019;SIM; R$ 6.000,00 ; R$ 6.000,00 
23088.005667/2019-08;2019;RECUPERACAO DE MERCADO - ENERGIA SEGURA COM INIBIDORES DE FURTOS - FASE DESENVOLVIMENTO EXPERIMENTAL;ESTACIO TAVARES WANDERLEY NETO;ISEE;03/06/2019;02/05/2020;SIM; R$ 88.854,20 ; R$ 87.654,21 
23088.010554/2019-16;2019;SISTEMA INTELIGENTE DE GESTAO DA MANUTENCAO E OPERACAO DE ATIVOS (SIGO);CARLOS HENRIQUE VALERIO DE MORAES;IESTI;18/04/2019;17/04/2020;NÃO; R$ 50.400,00 ;
23088.010542/2019-91;2019;SISTEMA INTELIGENTE DE GESTAO DA MANUTENCAO E OPERACAO DE ATIVOS (SIGO);CARLOS HENRIQUE VALERIO DE MORAES;IESTI;18/04/2019;13/04/2020;SIM; R$ 50.400,00 ; R$ 42.000,00 
23088.011161/2019-20;2019;PALESTRA FINANCAS PESSOAIS;ANDRE LUIZ MEDEIROS;IEPG;04/06/2019;04/06/2019;SIM; R$ -   ; R$ -   
23499.000780/2019-57;2019;CAPACITACAO EM METODOLOGIAS ATIVAS PARA APRIMORAMENTO DO PROCESSO DE ENSINO-APRENDIZAGEM NO ENSINO SUPERIOR;RENATA DOS SANTOS;ICPA;10/06/2019;20/12/2019;NÃO; R$ -   ; R$ -   
23088.000210/2015-75;2015;EMISSAO DE PARECER TECNICO PARA FUNCIONAMENTO ININTERRUPTO - DECRETO 27.048 DE 12/08/1949 E PORTARIA 3.118 DE 03/04/1989 DO MINISTERIO DO TRABALHO;EDMILSON OTONI CORREA;IEM;11/02/2015;15/03/2015;SIM; R$ 6.500,00 ; R$ 6.500,00 
23088.011317/2019-72;2019;ASTRONOMIA NA PRATICA;JOAO RICARDO NEVES DA SILVA;IFQ;23/06/2019;30/07/2019;SIM; R$ -   ; R$ -   
23088.011560/2019-91;2019;SENSIBILIZACAO SOBRE O MEIO AMBIENTE POR MEIO DA RECICLAGEM;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/06/2019;21/06/2019;NÃO; R$ -   ; R$ -   
23088.011566/2019-68;2019;XIV JOB SHOP;LAUREN FERREIRA COLVARA;IEPG;22/08/2019;23/08/2019;SIM; R$ -   ; R$ -   
23088.011423/2019-56;2019;REVITALIZAR - CIEM DESEMBARGADOR FRANCISCO PEREIRA ROSA;LUIZ EUGENIO VENEZIANI PASIN;IEPG;08/06/2019;09/06/2019;SIM; R$ -   ; R$ -   
23088.011427/2019-34;2019;T.R.E.M IV - TREINAMENTO REGIONAL DAS ENACTUS MINEIRAS;LUIZ EUGENIO VENEZIANI PASIN;IEPG;26/10/2019;27/10/2019;SIM; R$ -   ; R$ -   
PJ001-2019;2019;UNIVERSIDADE CULTURAL: ESTIMULANDO A CULTURA NA CIDADE DE ITAJUBA;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;08/03/2019;31/12/2019;SIM; R$ -   ; R$ -   
PJ002-2019;2019;O LABORATORIO REMOTO DA UNIFEI COMO FERRAMENTA PARA A POPULARIZACAO DA CIENCIA, TECNOLOGIA E INOVACAO: DO DESENVOLVIMENTO DE PROPOSTAS À FORMACAO DE PROFESSORES;JOSE ALBERTO FERREIRA FILHO;IESTI;22/03/2019;31/12/2019;NÃO; R$ -   ; R$ -   
PJ003-2019;2019;ECOPONIA - AQUASENSOR HIDROPONIA;ODILON DE OLIVEIRA DUTRA;IESTI;01/05/2019;31/12/2019;SIM; R$ -   ; R$ 10.000,00 
PJ004-2019;2019;APRIMORAMENTO DO DISPOSITIVO DE DESCARGA CAPACITATIVA PARA FIXACAO DE TERMOPARES EM METAIS;SANDRO METREVELLE MARCONDES DE LIMA E SILVA;IEM;01/05/2019;31/12/2019;SIM; R$ -   ; R$ -   
PJ005-2019;2019;MONTAGEM DE UMA IMPRESSORA 3D COM RECURSOS AVANCADOS;JESUS ANTONIO GARCIA SANCHEZ;IEM;01/05/2019;31/12/2019;SIM; R$ 5.792,00 ; R$ 5.792,00 
PJ006-2019;2019;LATICIN;FABIO ROBERTO FOWLER;IEPG;17/05/2019;31/12/2019;NÃO; R$ -   ; R$ -   
PJ007-2019;2019;PRATICA EM RECRUTAMENTO E SELECAO;JULIANA ESTACIO RIOS;IEPG;21/05/2019;13/06/2019;SIM; R$ -   ; R$ -   
PJ009-2019;2019;I - MAQUINA SELECIONADORA DO FRUTO CAFEEIRO;GIOVANI BERNARDES VITOR;ICT;09/05/2019;31/12/2019;SIM; R$ 14.928,00 ;
PJ010-2019;2019;SIMPLE JURIS;JOAO PAULO REUS RODRIGUES LEITE;IESTI;16/05/2019;31/12/2019;SIM; R$ -   ; R$ -   
CR001-2019;2019;CORAL UNIFEI;CARLOS HENRIQUE PEREIRA MELLO;IEPG;01/03/2019;30/06/2019;SIM; R$ -   ; R$ -   
CR005-2019;2019;PLANEJAMENTO DE CARREIRA;JULIANA ESTACIO RIOS;IEPG;08/05/2019;08/05/2019;SIM; R$ -   ; R$ -   
CR006-2019;2019;BATERIA DANADA;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;25/05/2019;29/11/2019;SIM; R$ -   ; R$ -   
CR007-2019;2019;REDACAO DE PATENTES;TAISA CORREA;PROEX;24/10/2019;24/10/2019;SIM; R$ -   ; R$ -   
CR008-2019;2019;PI FOR NOOBS;TAISA CORREA;PROEX;23/10/2019;23/10/2019;SIM; R$ -   ; R$ -   
CR009-2019;2019;PRATICAS MEDIATIVAS E AUTOCONHECIMENTO ;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;12/03/2019;26/11/2019;SIM; R$ -   ; R$ -   
EV001-2019;2019;FEEDBACK;JULIANA ESTACIO RIOS;IEPG;12/02/2019;12/02/2019;SIM; R$ -   ; R$ -   
EV005-2019;2019;CORAL UNIFEI 2019.2;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;05/08/2019;02/12/2019;SIM; R$ -   ; R$ -   
EV006-2019;2019;I WORKSHOP IEPG - METODOLOGIAS INOVADORAS NO ENSINO-APRENDIZAGEM;JULIANA ESTACIO RIOS;IEPG;01/08/2019;02/08/2019;SIM; R$ -   ; R$ -   
EV009-2019;2019;ANSIEDADE: COMO LIDAR COM VESTIBULANDOS ANSIOSOS NA CONTEMPORANEIDADE?;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;18/06/2019;18/06/2019;NÃO; R$ -   ; R$ -   
EV010-2019;2019;III CIRCUITO DE ADMINISTRACAO E CONEXAO SICOOB;ANDRE LUIZ MEDEIROS;IEPG;09/09/2019;14/09/2019;SIM; R$ -   ; R$ -   
EV011-2019;2019;II CIRCUITO DE ADMINISTRACAO;ISABEL CRISTINA DA SILVA ARANTES;IEPG;22/05/2019;23/05/2019;SIM; R$ -   ; R$ -   
EV012-2019;2019;PRIMEIROS SOCORROS;DENISE RANSOLIN SORANSO;IEPG;02/12/2019;02/12/2019;SIM; R$ -   ; R$ -   
EV013-2019;2019;LIDERANCA ARCHOTE JUNIOR;JULIANA ESTACIO RIOS;IEPG;30/09/2019;30/09/2019;SIM; R$ -   ; R$ -   
EV014-2019;2019;VII FESTIVAL DE MUSICA BRASILEIRA;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;05/08/2019;07/09/2019;NÃO; R$ -   ; R$ -   
PD001-2019;2019;DROPS DE ECONOMIA E FINANCAS DO GRUPO DENARIUS;MOISES DINIZ VASSALO;IEPG;06/12/2018;03/12/2019;NÃO; R$ -   ; R$ -   
PD001-2019;2019;DROPS DE ECONOMIA E FINANCAS DO GRUPO DENARIUS;VICTOR EDUARDO DE MELLO VALERIO;IEPG;06/12/2018;03/12/2019;NÃO; R$ -   ; R$ -   
PD001-2019;2019;DROPS DE ECONOMIA E FINANCAS DO GRUPO DENARIUS;ANDRE LUIZ MEDEIROS;IEPG;06/12/2018;03/12/2019;NÃO; R$ -   ; R$ -   
23088.011237/2019-17;2019;SALA VERDE LEAS: PALESTRA, OFICINA E EXPOSICAO DE BANNERS SOBRE FAUNA E UNIDADES DE CONSERVACAO;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;06/07/2019;07/07/2019;SIM; R$ -   ; R$ -   
23088.011739/2019-48;2019;BIOLOGIA DE PORTAS ABERTAS;SIMONE POLICENA ROSA;IRN;03/06/2019;04/12/2019;SIM; R$ -   ; R$ -   
23499.000700/2017-00;2019;CLUBE DE XADREZ UNIFEI ITABIRA;GILBERTO DUARTE CUZZUOL;ICPA;22/06/2017;07/07/2017;SIM; R$ -   ; R$ -   
23499.000808/2019-56;2019;VI WORKSHOP DO GRUPO DE PESQUISA EM SISTEMAS DE EXAUSTAO (GPESE) ;JOSE CARLOS DE LACERDA;IEI;12/03/2019;04/06/2019;SIM; R$ -   ; R$ -   
23499.001717/2015-12;2019;6º WORKSHOP DE INOVACAO NO ENSINO SUPERIOR;DAIR JOSE DE OLIVEIRA;ICT;05/08/2015;12/11/2015;SIM; R$ -   ; R$ -   
23499.000684/2019-17;2019;EQUIPE SAGRES;RAFAEL EMILIO LOPES;ICT;15/01/2019;31/12/2019;NÃO; R$ -   ; R$ -   
23499.000551/2016-90;2019;APLICATIVO CAMINHOS DRUMONDIANOS;PAULO JOSE LAGE ALVARENGA ;ICT;18/04/2016;18/07/2016;SIM; R$ -   ; R$ -   
23499.000283/2016-44;2019;COMPET - COMPETICAO EM MARATONA DE PROGRAMACAO;PAULO JOSE LAGE ALVARENGA ;ICT;01/02/2016;12/12/2016;SIM; R$ -   ; R$ -   
23499.001747/2015-11;2019;APRENDER.COM;PAULO JOSE LAGE ALVARENGA ;ICT;01/03/2015;15/12/2015;SIM; R$ -   ; R$ -   
23499.001746/2015-76;2019;UNIFEI TECH MORNING;PAULO JOSE LAGE ALVARENGA ;ICT;09/12/2015;09/12/2015;SIM; R$ -   ; R$ -   
23499.000720/2019-34;2019;FEIRA DE ECONOMIA SOLIDARIA E SUSTENTABILIDADE DE ITABIRA 2019;JOAO LUCAS DA SILVA;ICT;29/04/2019;31/12/2019;NÃO; R$ -   ; R$ -   
23499.000753/2017-12;2019;SEGUNDA LINGUA;MARIA ELIZABETE VILLELA SANTIAGO;ICPA;14/08/2017;27/11/2017;SIM; R$ -   ; R$ -   
23499.000493/2017-85;2019;HACKATHON INDUSTRIAS DO SETOR METAL MECANICO NO FIEMG ITINERANTE;PAULO JOSE LAGE ALVARENGA ;ICT;26/04/2017;28/04/2017;SIM; R$ -   ; R$ -   
23088.012283/2019-33;2019;ESTUDOS TECNICOS PARA ELABORACAO DO PROJETO CONCEITUAL DE UMA ESCOLA PRAQUE;ADINELE GOMES GUIMARAES;IRN;21/06/2019;21/02/2020;NÃO; R$ 40.605,00 ;
23088.012290/2019-35;2019;ESTUDOS TECNICOS PARA ELABORACAO DO PROJETO PASSARELA DE PEDESTRE;PAULO CESAR GONCALVES;IRN;21/06/2019;20/04/2020;NÃO; R$ 19.626,66 ;
23088.012342/2019-73;2019;PARTICIPACAO EM PROGRAMA DE FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSO DE AVALIACAO DE INVESTIMENTOS EM PPPS: ENGENHARIA ECONOMICA I E II;JOSE ARNALDO BARRA MONTEVECHI;IEPG;24/06/2019;24/12/2019;SIM; R$ 13.800,00 ; R$ 16.224,06 
23088.012376/2019-68;2019;PARTICIPACAO EM PROGRAMA DE FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSO DE AVALIACAO DE INVESTIMENTOS EM PPPS: ENGENHARIA ECONOMICA I E II;EDSON DE OLIVEIRA PAMPLONA;IEPG;24/06/2019;24/12/2019;SIM; R$ 20.700,00 ; R$ 25.893,80 
23088.012436/2019-42;2019;PARTICIPACAO EM CURSO DE ESPECIALIZACAO EM ENGENHARIA DE PROCESSOS, PRODUTIVIDADE E QUALIDADE NA FACULDADE DE ADMINISTRACAO E INFORMATICA (FAI), DE SANTA RITA DO SAPUCAI, MINAS GERAIS;JOSE ANTONIO QUEIROZ;IEPG;29/06/2019;29/09/2019;SIM; R$ 4.145,88 ; R$ 3.631,58 
23088.012164/2019-81;2019;I WORKSHOP EM FISICA EXPERIMENTAL DA UNIFEI - I WFEU;MARCELOS LIMA PERES;IFQ;24/06/2019;20/09/2019;SIM; R$ -   ; R$ 1.070,00 
23088.012334/2019-27;2019;PROJETO ECOVEICULO;JOSE HAMILTON CHAVES GORGULHO JUNIOR;IEPG;01/01/2019;31/12/2019;SIM; R$ -   ; R$ -   
23088.006900/2019-61;2019;PROJETO FORMULA SAE CHEETAH RCING UNIFEI;BRUNO SILVA DE SOUSA;IEM;01/01/2019;31/12/2019;SIM; R$ 10.000,00 ;
23088.012531/2019-46;2019;BLUE BRUNNIES;SANDRA NAKAMATSU;IFQ;26/02/2019;10/12/2019;SIM; R$ -   ; R$ -   
23088.012656/2019-76;2019;ENGENHEIROS DA ALEGRIA - UNIFEI;ANA PAULA MONI SILVA;IRN;22/04/2019;31/12/2019;SIM; R$ -   ; R$ -   
23088.012822/2019-34;2019;PALESTRA: EDLE: ENTREPRENEURIAL DYNAMIC LEARNING - (TECNICAS INTEGRADAS DE APRENDIZAGEM DINAMICA EMPREENDEDORA) - COMPARTILHAMENTO DE EXPERIENCIAS INOVADORAS DE APRENDIZAGEM NA EDUCACAO SUPERIOR;ELZO ALVES ARANHA;IEPG;01/07/2019;24/07/2019;SIM; R$ -   ; R$ -   
23088.012830/2019-81;2019;SEMANA DE ENGENHARIA DE PRODUCAO - SEMEPRO;JOSE LEONARDO NORONHA;IEPG;01/07/2019;30/10/2019;SIM; R$ 1.379,30 ; R$ -   
23088.012860/2019-97;2019;SENSIBILIZACAO DOS ALUNOS DO 4º ANO DA ESCOLA MUNICIPAL TEODOMIRO SANTIAGO QUANTO À PROBLEMATICA DO LIXO;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;19/06/2019;03/07/2019;SIM; R$ -   ; R$ -   
23088.012845/2019-49;2019;PROJETO ECOEFICIENTE PARA A ONG RESGATI - FASE 2;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;10/04/2019;30/12/2019;SIM; R$ -   ; R$ -   
23088.012964/2019-00;2019;"PALESTRA SOBRE ""TEORIA E OBSERVACÕES SOBRE RELAMPAGOS NO BRASIL""";ENRIQUE VIEIRA MATTOS;IRN;09/06/2019;12/06/2019;SIM; R$ -   ; R$ -   
23499.000948/2019-24;2019;CURSO DE FILOSOFIA - ATUALIZACAO;FLAVIO FONTENELLE LOQUE;ICPA;01/10/2019;31/10/2019;SIM; R$ 720,00 ; R$ 742,27 
23088.012661/2019-89;2019;METODOLOGIAS ATIVAS E NOVAS TECNOLOGIAS EDUCACIONAIS NO ENSINO DE CIENCIAS E MATEMATICA;DENISE PEREIRA DE ALCANTARA FERRAZ;IFQ;01/08/2019;10/12/2019;SIM; R$ -   ; R$ -   
23088.013402/2019-75;2019;GESTAO DE RESIDUOS INDUSTRIAIS;ROGERIO JOSE DA SILVA;IEM;09/07/2019;09/09/2019;SIM; R$ -   ; R$ -   
23088.013257/2019-22;2019;DA CAPTACAO À DISTRIBUICAO: ELUCIDANDO QUESTÕES DO SISTEMA DE ABASTECIMENTO DE JESUANIA/MG;ANA LUCIA FONSECA;IRN;30/07/2018;08/12/2018;SIM; R$ -   ; R$ -   
23499.000610/2017-19;2019;MARATONA MINEIRA DE PROGRAMACAO;PAULO JOSE LAGE ALVARENGA ;ICT;26/05/2017;28/05/2017;SIM; R$ -   ; R$ -   
23499.001488/2017-90;2019;SUICIDE HAWKS ENGINEERING;TARCISIO GONCALVES DE BRITO;IEI;24/10/2016;25/10/2017;SIM; R$ -   ; R$ -   
23088.013717/2019-12;2019;RECICLANDO E APRENDENDO;ANA LUCIA FONSECA;IRN;01/08/2019;05/12/2019;SIM; R$ -   ; R$ -   
23088.013484/2019-58;2019;STARTUP WEEKEND MAKER;JULIANA CAMINHA NORONHA;IEPG;30/08/2019;01/09/2019;SIM; R$ 41.000,00 ; R$ 19.426,80 
23088.013247/2019-97;2019;CARACTERIZACAO DE ANTENAS E MODULOS DE RADIO ONERF;DANILO HENRIQUE SPADOTI;IESTI;02/07/2019;30/06/2020;NÃO; R$ 29.400,00 ;
23088.013554/2019-78;2019;OFICINA DE EDUCACAO AMBIENTAL;ANA LUCIA FONSECA;IRN;01/08/2019;05/12/2019;SIM; R$ -   ; R$ -   
23499.000980/2019-18;2019;EIXO EDUCACIONAL E A SUSTENTABILIDADE DO PROJETO DE REVITALIZACAO DE 14 ESCOLAS PUBLICAS ESTADUAIS DE ITABIRA-MG ;GISELLE DE PAULA QUEIROZ CUNHA;ICPA;04/06/2019;04/05/2020;NÃO; R$ -   ; R$ -   
23499.000979/2019-85;2019;"DIAGNOSTICO, PROGNOSTICO E MOBILIZACAO DE PARCEIROS PARA REVITALIZACAO INFRAESTRUTURAL DE 14 ESCOLAS PUBLICAS ESTADUAIS DE ITABIRA-MG (PROJETO ESCOLA ""UBUNTU"" - ""SOU O QUE SOU, PORQUE SOMOS TODOS NOS!"" ";GISELLE DE PAULA QUEIROZ CUNHA;ICPA;04/06/2019;04/05/2020;NÃO; R$ -   ; R$ -   
23088.014053/2019-17;2019;PARTICIPACAO EM CURSO DE ESPECIALIZACAO EM ENGENHARIA DE PROCESSOS, PRODUTIVIDADE E QUALIDADE NA FACULDADE DE ADMINISTRACAO E INFORMATICA (FAI), DE SANTA RITA DO SAPUCAI, MINAS GERAIS (MODULO PCP);FABIANO LEAL;IEPG;03/08/2019;28/11/2019;NÃO; R$ 3.523,53 ; R$ 3.026,32 
23088.014058/2019-31;2019;ATIVIDADE DE EXTENSAO UNIVERSITARIA COM BASE NA EDUCACAO AMBIENTAL CRITICA E REFLEXIVA VIA DESENVOLVIMENTO DE UM PROJETO APLICADO À PERMACULTURA E SISTEMAS AGROFLORESTAIS;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;30/05/2019;18/06/2019;SIM; R$ -   ; R$ -   
23088.014017/2019-45;2019;ESTUDOS DE DESCARGAS PARCIAIS EM ISOLADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;15/08/2019;14/05/2020;SIM; R$ 47.278,62 ; R$ 47.281,05 
23088.014474/2019-30;2019;PALESTRA SOBRE O ARTIGO DE PROTECAO UV E VISAO NO ADVISORY BOARD J&J VISION CARE 2019;MARCELO DE PAULA CORREA;IRN;25/07/2019;25/08/2019;SIM; R$ 4.000,00 ; R$ 4.000,00 
23088.014473/2019-95;2019;SIMPOSIO AEHA - ACUVUE EYE HEALTH ADVISOR 2019;MARCELO DE PAULA CORREA;IRN;03/08/2019;20/08/2019;SIM; R$ 3.500,00 ; R$ 3.960,00 
23088.014898/2019-02;2019;OFICINA ORIGAMI I;MARCIA SAYURI KASHIMOTO;IMC;23/08/2019;27/09/2019;SIM; R$ -   ; R$ -   
23088.014182/2019-05;2019;PARTICIPACAO EM CURSO DE CURTA DURACAO EM MANUTENCAO E TESTES AVANCADOS EM TRANSFORMADORES DE POTENCIA - TEORIA E PRATICA;ROSSANO GIMENES;IFQ;16/07/2019;16/07/2020;NÃO; R$ 1.770,88 ;
23088.015440/2019-62;2019;"PALESTRA ""RADIACAO SOLAR NO BRASIL E SEUS IMPACTOS SOBRE A SAUDE DA PELE E DOS CABELOS"" NO II SEMINARIO SOBRE PROTECAO INDOOR E OUTDOOR";MARCELO DE PAULA CORREA;IRN;15/08/2019;15/08/2019;SIM; R$ -   ; R$ -   
23088.015430/2019-27;2019;TERCAS TEATRAIS;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;06/08/2019;19/11/2019;SIM; R$ -   ; R$ -   
23088.014977/2019-13;2019;SEMANA DA QUIMICA;FABIO DA SILVA LISBOA;IFQ;05/08/2019;09/08/2019;SIM; R$ -   ; R$ -   
23088.015434/2019-13;2019;PROJETO MAOS A HORTA;ANA LUCIA FONSECA;IRN;01/08/2019;05/12/2019;SIM; R$ -   ; R$ -   
23088.015274/2019-02;2019;PROJETO PRE-ACELERACAO LAB001;JULIANA CAMINHA NORONHA;IEPG;31/08/2019;30/05/2020;SIM; R$ -   ; R$ -   
23088.015273/2019-50;2019;PROJETO DE PRE-ACELERACAO IMPULSO;JULIANA CAMINHA NORONHA;IEPG;31/08/2019;29/05/2020;SIM; R$ -   ; R$ -   
23088.015701/2019-44;2019;II SIMPOSIO INTERNACIONAL DE EDUCACAO EM CIENCIAS E IV SEMANA DAS LICENCIATURAS DA UNIFEI;DENISE PEREIRA DE ALCANTARA FERRAZ;IFQ;11/11/2019;20/12/2019;SIM; R$ 2.000,00 ; R$ 3.002,65 
23088.013842/2019-22;2019;SISTEMA DE INFORMACAO GERENCIAL PARA MICROEMPRESAS;ELIZABETE RIBEIRO SANCHES DA SILVA;IMC;12/08/2019;22/11/2019;SIM; R$ -   ; R$ -   
23088.012557/2019-94;2019;EXCEL MINICURSO - APLICADO À ADMINISTRACAO;LUIZ EUGENIO VENEZIANI PASIN;IEPG;08/06/2019;09/06/2019;SIM; R$ -   ; R$ -   
23088.016029/2019-12;2019;TREINAMENTO DO TERCEIRO NIVEL DA OBMEP;RICK ANTONIO RISCHTER;IMC;14/09/2019;07/12/2019;SIM; R$ -   ; R$ -   
